id,name,category,num_beds,address,suburb,state,postcode,longitude,latitude,comment,website
1618,TWIN TOWN MEDICAL CENTRE,General Practice/GP,,"Suite 2, 19 Manning Street",TUNCURRY,NSW,2428,152.5,-32.17559814,Taking new patients.,
1619,St George Family Medical Centre,General Practice/GP,,23 Best Street,WAGGA WAGGA,NSW,2650,147.366547,-35.117222,,http://www.stgeorgemed.com.au
1620,Granville Bridge Medical Centre,General Practice/GP,,58 Railway Parade,GRANVILLE,NSW,2142,151.0095825,-33.83196259,,
1621,Sydney Airport Medical Centre,General Practice/GP,,"Sydney International Airport, Level 3, Airport Drive",MASCOT,NSW,2020,151.170517,-33.92715073,"Services include: General Practice services, Drug and alochol screening, pre-employment medicals.   After-hours Arrangements:  Please call Sydney Medical Service on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 hours.",
1622,Cronulla General Practice,General Practice/GP,,"Suite 2, 31 Gerrale Street",CRONULLA,NSW,2230,151.1531525,-34.05410004,Closed weekends and public holidays.,
1623,Central Maitland Medical Centre,General Practice/GP,,"Colonial Arcade, Shop 2, 420 High Street",MAITLAND,NSW,2320,151.5549927,-32.73163605,After-Hours Arrangements: Please call GP Access on 1300 130 147  Weekdays: 6PM to 8AM  Weekends: 12PM(midday) Sat to 8AM Mon  Public Holidays: 24 hours.,http://www.centralmaitlandmedical.com.au/
1624,Ulladulla Endoscopy and Medical Centre,General Practice/GP,,111 Princes Highway,ULLADULLA,NSW,2539,150.4734955,-35.35886002,,http://www.ulladullaendoscopy.com.au
1625,Family Doctors Berala,General Practice/GP,,"Shop A, 27-29 Crawford Street",BERALA,NSW,2141,151.0308685,-33.87134171,Closed Sundays and public holidays.  After-Hours Arrangements: Please call the National Home Doctor Service on 13 SICK or 13 74 25 between Weekdays- 6PM to 8AM Weekends- 12PM Saturday to 8AM Monday Public Holidays- 24 Hours.  Pathology on-site.,https://www.familydoctorsberala.com.au/
1626,Westcott Street Medical Centre,General Practice/GP,,2 westcott Street,CESSNOCK,NSW,2325,151.3538818,-32.83229446,Closed Sundays and Public Holidays.,https://www.westcottmedical.com.au
1627,North Bellingen Medical Centre,General Practice/GP,,58 Wheatley Street,BELLINGEN,NSW,2454,152.8977356,-30.44533539,"6 doctor rural general practice, providing comprehensive and thoughtful medical care, accessible to the whole community. After-Hours Arrangements: New patients and Visitors welcome. For urgent medical attention please call 000. For After-Hours services, contact the Bellinger River District Hospital - phone (02)6659 5800.",www.bellingenmedicalcentre.com.au
1628,AA Chiswick Road Medical Centre,General Practice/GP,,2 Chiswick Road,AUBURN,NSW,2144,151.0301209,-33.86145401,,http://www.skinandhairclinic.com
1629,Gulgong Medical Centre,General Practice/GP,,102 Herbert Street,GULGONG,NSW,2852,149.5329742,-32.36364746,For public holiday hours please contact Gulgong MPS on  (02) 6374 3400,
1630,Junction Street Family Practice,General Practice/GP,,45 Junction Street,NOWRA,NSW,2541,150.598587,-34.87376022,Online booking service available to registered patients.   Please contact the practice for the email.   After-Hours Arrangements:  Please call Junction Street Family Practice on 02 4423 5644 for the rostered on-call GP or a local on-call GP  Monday-Thursday: 6PM to 8:30AM  Friday and weekends: 5PM to 8:30AM Monday Public Holidays: 24 Hours.,http://www.junctionmedical.com.au/
1631,Dr Achar Medical Practice,General Practice/GP,,"Suite 3, 762 Old Princes Highway",SUTHERLAND,NSW,2232,151.0586243,-34.03141785,After-Hours Arrangements: Please call Sydney Medical Service Co-op on 0287246300 Weekdays: 12PM to 9AM Weekends: 24 hours Public Holidays: 24 hours.,
1632,Tindale Family Practice,General Practice/GP,,113-115 Lethbridge Street,PENRITH,NSW,2750,150.700882,-33.75623703,After hours phone number 02 4708 990 - fees apply,https://tindale.com.au
1633,Green Point Medical Centre,General Practice/GP,,"Green Point Shopping Village, Building 11, 1-2 Link Road",GREEN POINT,NSW,2251,151.3719177,-33.44717789,"General Practice providing general health assessments, skin cancer checks, diabetes checks & management, family planning, mental health assessments, PAP smears, Asthma reviews and travel vaccinations.  After-Hours Arrangements:  Please call Bridges GP After Hours Clinic on (02) 4367 9699 Weekdays: 6PM to 8:30AM Weekends: 2PM to 8AM Monday Public Holidays: 24 Hours.",www.greenpointmedical.com.au
1634,Aurora Medical Centre,General Practice/GP,,39 Old Prospect Road,SOUTH WENTWORTHVILLE,NSW,2145,150.9644623,-33.8171196,Closed Sundays and public holidays.  Appointments preferred but walk-ins are welcome.,https://www.auroramedicalcentre.com.au/
1635,Burwood Medical Centre,General Practice/GP,,"Suite 3, 36 Belmore Street",BURWOOD,NSW,2134,151.1019898,-33.87906265,,
1636,Dr Goyal Surgery - Mt Pritchard,General Practice/GP,,71 Meadows Road,MOUNT PRITCHARD,NSW,2170,150.9017792,-33.89550018,"Appointment preferred, walk-in welcome.",
1637,Camden South Family Doctors,General Practice/GP,,2 Berallier Drive,CAMDEN SOUTH,NSW,2570,150.6938171,-34.07883835,The practices closes for lunch between 1PM and 2PM,www.camdensouthfamilydoctors.com.au
1638,Dr C Bonovas Surgery,General Practice/GP,,79 Harris Street,HARRIS PARK,NSW,2150,151.0112915,-33.82088852,After-Hours Arrangements:  Please call Sydney Medical on 1300 466 347 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.,
1639,HealthOne Quirindi,General Practice/GP,,50 Nowland Street,QUIRINDI,NSW,2343,150.6765595,-31.50039101,"The practice is open some Saturdays, please call for more details.   Closed Sundays and public holidays. After-Hours Arrangements: Please call HealthOne Quirindi on 02 6746 0215 Weekdays: 5PM to 9AM Weekends: 1PM Saturday to 8AM Monday Public Holidays: 24 hours.",http://www.hnehealth.nsw.gov.au/facilities/community%20health/Pages/HealthOne%20Quirindi.aspx
1640,Glossodia Medical Practice,General Practice/GP,,"Shop 3, 162 Golden Valley Drive",GLOSSODIA,NSW,2756,150.7667542,-33.53195572,"After Hours Service: For After Hours calls please phone 0405133064. Please note After Hours calls are not bulk billed and there is a call out fee of $350 per patient.  Onsite physiotherapist, psychologist and pathology collection also available. Please call for more information.",https://www.glossodiamedical.com.au/
1641,Bondi Junction Medical Practice,General Practice/GP,,231 Oxford Street,BONDI JUNCTION,NSW,2022,151.2510529,-33.89223862,"Closed Christmas Day, Boxing Day and New Years Day  After Hours Arrangement: Phone 13 74 56 National Home Doctor Service.",www.bondimedical.com.au
1642,Family Medical Clinic Rockdale,General Practice/GP,,"Unit 66, 2 Market Street",ROCKDALE,NSW,2216,151.1400452,-33.95151138,Doctors Surgery/ Closed weekends and public holidays.,
1643,Dapto Medical Doctors,General Practice/GP,,"Unit 2, 27 Princes Highway",DAPTO,NSW,2530,150.7959442,-34.49225616,,https://www.daptomedicaldoctors.com.au/
1644,Hornsby Medical Centre,General Practice/GP,,"Hornsby Westfield Shopping Centre, Level 1 Shop 1043, 18 Burdett Street",HORNSBY,NSW,2077,151.1018219,-33.70300293,Walk ins accepted.,http://hornsbymedicalcentre.com.au/
1645,Dr. Nicholas' Practice,General Practice/GP,,218 The Boulevarde,FAIRFIELD HEIGHTS,NSW,2165,150.9391022,-33.86268234,After-Hours Arrangements:  Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 10AM to 8AM Monday Public Holidays: 24 Hours.,
1646,Glenfield Family Medical Practice,General Practice/GP,,6 Trafalgar Street,GLENFIELD,NSW,2167,150.895233,-33.971531,,
1647,Dr Khalid Qidwai Surgery,General Practice/GP,,25 Malvern Avenue,CROYDON,NSW,2132,151.1113739,-33.8862915,After-Hours Arrangements: Please call DR Khalid Qidwai Surgery on 02 9745 1111 or 02 9745 1311 Mondays: 5PM to 9AM Tuesdays: 5PM to 9AM Wednesdays: 5PM to 9AM Thursdays: 1PM to 9AM Fridays: 1PM to 12AM (midnight) Weekends: 1PM Saturday to 9:30AM Monday This service is only for existing patients.,
1648,Hawks Nest Medical Centre,General Practice/GP,,45-47 Yamba Street,HAWKS NEST,NSW,2324,152.1772308,-32.6713562,,
1649,Centahealth - Menai,General Practice/GP,,"Menai Market Place, Level 1, 152 Allison Crescent",MENAI,NSW,2234,151.0154724,-34.01417923,"After-Hours Arrangements: Please call 13SICK on 13 74 25 M,T,W,F: 7PM to 8AM  Thurs: 9PM to 8AM Saturday: 6PM Saturday to 9AM Sunday Sunday: 3PM to 8AM Monday Public Holidays: 24 hours.  Appointments are preferred but walking are also accepted.",
1650,Annandale Family Doctors,General Practice/GP,,133 Johnston Street,ANNANDALE,NSW,2038,151.1713867,-33.88058472,After-Hours Arrangements: Please call 13SICK on 137 425 Weekdays: 6PM to 8AM Saturday:  12PM (midday) to 9AM  Sunday: 2PM (midday) to 8:00AM  Public Holidays: 24 hours.,https://www.annandale.doctor/
1651,Whalan Family Medical,General Practice/GP,,172 Luxford Road,WHALAN,NSW,2770,150.8055725,-33.75495529,,
1652,Dr Cecil Ford,General Practice/GP,,"Raworth Cottage Medical Practice, Suite 7, 1 Laurel Lane",SINGLETON,NSW,2330,151.1682892,-32.56529236,,
1653,Coolamon Regional Medical Centre,General Practice/GP,,59 Wallace Street,COOLAMON,NSW,2701,147.1985779,-34.82003403,"Closed Sundays and public holidays.  Bulk billing available for pensioners, valid health care card holders, DVA card holders and children under 16 years.  After-Hours Arrangements: Please call Coolamon-Ganmain Multi Purpose Service on 02 6927 3303 Weekdays- 5PM to 9PM Weekends- Saturday 12PM to Monday 9AM Public Holidays: 24 Hours  Dr Sumera Amir attends Ganmain Surgery on a Friday morning 9:30AM to 12PM.",
1654,Victoria Avenue General Practice,General Practice/GP,,118 Victoria Avenue,MORTDALE,NSW,2223,151.0796661,-33.96913528,,
1655,Dr Atlas's Surgery,General Practice/GP,,29 Stanley Street,ST IVES,NSW,2075,151.1647644,-33.73182678,After-Hours Arrangements: Please call Dr Atlas on 02 9449 1908  Weekdays: 6PM to 8AM Weekend: 1PM Saturday to 8AM Monday Public Holidays: 24 hours This service is for existing patients only.,
1656,Berrigan Medical Practice,General Practice/GP,,"Madill Centre, 1-5 Memorial Place",BERRIGAN,NSW,2712,145.8133545,-35.66225433,Services include General Practice/GP. After-Hours Arrangements: Please call Berrigan Multi Purpose Service on 03 5888 5300 Mondays to Thursdays: 5PM to 9AM  Fridays: 12PM (midday) to 12AM (midnight) Weekends & Public Holidays: 24 hours.,
1657,Taree Medical Centre,General Practice/GP,,68 Chatham Avenue,TAREE,NSW,2430,152.4789429,-31.90226936,,
1658,St Clair Mediclinic,General Practice/GP,,162 Bennett Road,ST CLAIR,NSW,2759,150.7904205,-33.79533005,After-Hours Arrangements:  Please call 13SICK on 137 425 Weekdays: 6PM to 8AM Weekends: 1PM Saturday to 8AM Monday Public Holidays: 24 Hours.,
1659,Dr Tom Bennett's Medical Service,General Practice/GP,,142 Meade Street,GLEN INNES,NSW,2370,151.7379913,-29.73700523,,
1660,Gladesville Family Medical Centre,General Practice/GP,,2 Linsley Street,GLADESVILLE,NSW,2111,151.1263733,-33.83145142,After-Hours Arrangements:  Please call Sydney Medical Service on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.   Bulk billing available to children under 15 years and pensioners.  Appointments available and walk ins accepted.,
1661,Mount Druitt Medical Centre,General Practice/GP,,253 Beames Avenue,MOUNT DRUITT,NSW,2770,150.8157806,-33.76958847,Bulk billing is available under the discretion of the doctor.   After-Hours Arrangements:  Please call 13SICK on 137 425 Weekdays: 6PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.,http://www.mtdruittmedicalcentre.com.au/
1662,Criniti Medical Services,General Practice/GP,,28 The Avenue,HURSTVILLE,NSW,2220,151.106369,-33.96495056,Bulk-billing available contact practice for more information.,www.crinitimedical.com.au
1663,Walhallow Aboriginal Corporation - Quirindi,General Practice/GP,,"Shop 6-8, 22 Station Street",QUIRINDI,NSW,2343,150.6798248,-31.50522804,walk-in welcome,
1664,Dr M Lawson,General Practice/GP,,"Manly National Building, Suite 1B, 22 Central Avenue",MANLY,NSW,2095,151.2864227,-33.79632187,,
1665,Parkes Street General Practice,General Practice/GP,,129 Parkes Street,HELENSBURGH,NSW,2508,150.9810638,-34.19110489,Closed weekends and public holidays.  Bulk billing only available for pensioners and children under 16 years.,https://www.psgp.com.au/
1666,Abermain Surgery,General Practice/GP,,243 Cessnock Road,ABERMAIN,NSW,2326,151.4293366,-32.81045151,Bulk billing for health care card/pension card holders and children under 16 years.,
1667,Apple Tree Family Practice,General Practice/GP,,"Suite 2, 20 Smith Street",CHARLESTOWN,NSW,2290,151.6977234,-32.96305084,"A community focused medical practice, previously known as After Hours Medical Centre, which offers regular after hours appointments during the week, and Saturday/Sunday.. After-Hours Arrangements:   Please call Mobile Medic on 02 4943 6666 Weekday: 8PM (6PM Friday) to 9AM Weekend and Public Holidays: 5PM to 9AM.",https://appletreefamilypractice.com.au/
1668,Dr Vinod Patel Medical Surgery,General Practice/GP,,28 Frenchs Forest Road,FRENCHS FOREST,NSW,2086,151.2430115,-33.75084305,,
1669,Westmead Medical Centre,General Practice/GP,,160 Bridge Road,WESTMEAD,NSW,2145,150.9793396,-33.80622482,"Westmead Medical Centre offers General Practice, Specialist and allied health medical services of the highest quality. Our health professionals hold special interests in Children’s Health, Immunisation, Women’s Health, Travel Medicine, Mental health and Chronic Disease Management. We also provide ECG, spirometry, suturing and skin lesion excision services.. ECG, CRYOTHERAPY, SPIROMETRY available.",http://westmeadmedical.com.au/
1670,Elizabeth Drive Medical Centre,General Practice/GP,,177 Elizabeth Drive,LIVERPOOL,NSW,2170,150.9113007,-33.91571045,By appointment only. Closed Public Holiday.,
1671,Lavington Doctors,General Practice/GP,,"Shop 70, 351 Griffith Road",LAVINGTON,NSW,2641,146.934845,-36.0486145,After-Hours Arrangements:  Please call the Albury After Hours Clinic on  02 6021 0188 Weeknights: 6PM to 10PM Sunday: 4PM to 7PM Public Holidays: 4PM to 7PM.  Closed on Good Friday and Christmas Day.  Clinic will be closed from Wednesday 25th December 2019 to Monday 30 December 2019.,
1672,Kennedy St Medical Centre Picnic Point,General Practice/GP,,129 Kennedy Street,PICNIC POINT,NSW,2213,151.0081024,-33.97050095,After-Hours Arrangements: Please call Sydney Medical Service Co-op on 0287246300 Weekdays: After Business Hours Weekends: 12PM(midday) Sat to 7AM Mon Public Holidays: 24 hours.,
1673,Observatory Tower Medical Centre,General Practice/GP,,"Suite 5, 168 Kent Street",MILLERS POINT,NSW,2000,151.2042542,-33.86223221,Closed weekends and public holidays.  After-Hours Arrangements: Please call the National Home Doctor Service on 13SICK or 13 74 25 Weekdays- 5PM to 7:30AM Weekends & Public Holidays- 24 Hours.,http://www.otmc.com.au/
1674,Geripractix,General Practice/GP,,Confidential Address,NARRABEEN,NSW,2101,151.2975769,-33.71303177,,http://www.geripractix.com.au/
1675,Harrington Family Medical Centre,General Practice/GP,,10 Pilot Street,HARRINGTON,NSW,2427,152.6900024,-31.87083435,,
1676,Dr Ashraf Nasheds Surgery,General Practice/GP,,"Shop 4, 5 Patrick Street",BLACKTOWN,NSW,2148,150.9062042,-33.76932144,"Appointment preferred, walk-ins welcomed. Bulk billing for cardholders only.",awnashed.wix.com/drashraf
1677,Westpoint Medical Practice,General Practice/GP,,"Corner Sutton Street and Wark Parade, Shop 11, 1 Wark Parade",BATHURST,NSW,2795,149.5461884,-33.40489578,After-Hours Arrangements: Please call Bathurst After Hours Medical Service on 0263332888 Weekdays: 7:30 PM to 8:30 AM Weekends: 1:00 PM Sat to 8:30 AM Mon Public Holidays: 24 hours This service is available only to existing patients.,http://www.ipn.com.au/gp/nsw-bathurst-westpoint-medical-practice/
1678,The Holy Family Medical Centre,General Practice/GP,,"Shop 3, 529 New Canterbury Road",DULWICH HILL,NSW,2203,151.1394959,-33.90414429,,
1679,headspace - Newcastle,General Practice/GP,,582 Hunter Street,NEWCASTLE,NSW,2300,151.7670136,-32.92714691,"This service is only available to 12-25-year-olds. GPs available Monday afternoon, Tuesday and Friday.",http://www.headspace.org.au/headspace-centres/headspace-newcastle
1680,West Cessnock Medical Practice,General Practice/GP,,100 Wollombi Road,CESSNOCK,NSW,2325,151.343262,-32.838699,,https://www.westcessnockmedicalpractice.com.au/
1681,Saint Mary Family Clinic,General Practice/GP,,13 Tonbridge Street,RAMSGATE,NSW,2217,151.1420288,-33.98485184,Bulk-billing for current medicare cardholders only.   After-Hours Arrangements: Please call Sydney Deputising Service on 02 8724 6300 Weekdays: 6PM to 8AM Weekends: 12PM(midday) Saturday to 8AM Monday Public Holidays: 24 hours.,
1682,Punchbowl Family Health Care,General Practice/GP,,"Shop 26, 1 Broadway",PUNCHBOWL,NSW,2196,151.0582886,-33.92612839,Closed public holidays.  Appointment preferred but walk-ins welcome.,http://www.pfhc.com.au/
1683,Oatley Medical Centre,General Practice/GP,,75 Mulga Road,OATLEY,NSW,2223,151.075119,-33.98041534,After-Hours Arrangements: Please call Sydney Medical Service Co-Op on 02 8724 6300  Weekdays: 6PM to 8AM Weekends: 10AM Saturday to 8AM Monday Public Holidays: 24 hours.,
1684,100 Richmond Road Practice,General Practice/GP,,100 Richmond Road,BLACKTOWN,NSW,2148,150.8970642,-33.76010895,,
1685,Broadmeadow Medical Centre,General Practice/GP,,154 Lambton Road,BROADMEADOW,NSW,2292,151.7242432,-32.92298889,"Emergency walk ins accepted Our Services Include: Family Health Mental Health  Psychology Skin Cancer Prevention and Management Travel Medicine and Vaccinations Specialised services in Women's Health  Injury Management Employment, Insurance and RMS Medicals Appointment Free Drop-In Clinic",www.broadmeadowmedical.com.au
1686,Morpeth Family Medical Practice,General Practice/GP,,"Unit 1, 167 Swan Street",MORPETH,NSW,2321,151.6242676,-32.7252388,,
1687,Canterbury Afterhours Clinic,General Practice/GP,,"Canterbury Outpatients Clinic, 575 Canterbury Road",CAMPSIE,NSW,2194,151.098877,-33.92037582,"This is an after hours GP Service. Onsite X-ray, pathology and minor surgery available.",www.ahclinic.com.au
1688,Guildford After Hours Doctors,General Practice/GP,,175 Excelsior Street,GUILDFORD,NSW,2161,151.0011902,-33.85196304,Walk-in only,
1689,Banksia St. Surgery,General Practice/GP,,6 Banksia Street,VINCENTIA,NSW,2540,150.6737671,-35.05356979,This practice is not taking in new patients.,
1690,Health Plus Medical Centre - Cabramatta,General Practice/GP,,"Shop 12, 85 John Street",CABRAMATTA,NSW,2166,150.9358978,-33.89476776,Services include General Practice and Dental,
1691,Station Family Practice,General Practice/GP,,117-119 Queen Street,NORTH STRATHFIELD,NSW,2137,151.0888977,-33.85826111,,http://www.nssfp.com.au/
1692,Riverina Family Medicine,General Practice/GP,,139 Peter Street,WAGGA WAGGA,NSW,2650,147.3692322,-35.11042023,After Hours Arrangements: Please call Wagga Wagga GP After Hours Service on 02 6931 0900 Weekdays- 6PM to 8AM Weekends- 12PM Saturday to 8AM Monday  For emergencies please call triple zero (000).,https://riverinafamilymedicine.com.au/
1693,Northmead Family Medical Practice,General Practice/GP,,3 Campbell Street,NORTHMEAD,NSW,2152,150.9967346,-33.78859329,After-Hours Arrangements: Please call Sydney Medical Service Co-op on 0287246300 Weekdays: 6PM to 9AM Weekends: 24 hours Public Holidays: 24 hours.,
1694,Active Family Medical Centre,General Practice/GP,,253 Doonside Crescent,DOONSIDE,NSW,2767,150.8701782,-33.763134,"Closed Sunday and public Holidays.  For after hours, please call 02 9621 7000.",
1695,Shapiro Medical & Cosmetic Clinic,General Practice/GP,,"Shop 5, 13 Nelson Street",FAIRFIELD,NSW,2165,150.9537659,-33.86946869,,
1696,Womens Health Orange,General Practice/GP,,65 Dalton Street,ORANGE,NSW,2800,149.0981903,-33.275383,,http://whorange.com.au/
1697,Moruya General Practice,General Practice/GP,,"Unit 10, 73 Vulcan Street",MORUYA,NSW,2537,150.080246,-35.911023,,https://www.moruyagp.com.au/
1698,Smart Family Medical Skin Practice,General Practice/GP,,"Shop 11, 1 Zoe Place",MOUNT DRUITT,NSW,2770,150.8255463,-33.7658844,Skin Checks also available.,
1699,Medowie Medical Centre,General Practice/GP,,6a Waropara Road,MEDOWIE,NSW,2318,151.8541412,-32.73490524,,
1700,Evolve Medical,General Practice/GP,,Estuary Lane,NAMBUCCA HEADS,NSW,2448,153.0045624,-30.64149857,"Visiting Physiotherapist on Tuesday mornings, call for an appointment.  After-Hours Arrangements:  Please call Evolve Medical on 02 6568 6188 Weekdays: 5PM to 8:30AM Weekend and public holidays: 24 hours.  Registered Nurse available.",
1701,Hammond Road Medical Centre-Noraville,General Practice/GP,,64 Hammond Road,NORAVILLE,NSW,2263,151.5502319,-33.2658577,,https://hammondroadmedicalcentre.com.au/
1702,Raby Medical Centre,General Practice/GP,,138 Thunderbolt Drive,RABY,NSW,2566,150.8164673,-34.01556015,"After-Hour Arrangement: Please call the National Home Doctor Service on 13SICK (13 74 25) between: Weekdays: 6PM - 8AM Weekends: Saturday 12PM (Midday) to 8AM Monday Public Holidays: 24 hours.  This practice is a private billing practice, with Bulk billing available for limited services.  GP services including: - Immunisations - Women's health - Men's health - Family planning - Aboriginal Health Care	 - Health checks - Pre-employment & Workers Comp - Chronic disease management - Travel medicine - Flu Shots",https://www.rabymedical.com.au
1703,GUYRA MULTI PURPOSE HEALTH SERVICE,General Practice/GP,,44 Sole Street,GUYRA,NSW,2365,151.6791687,-30.21265793,,http://www.hnehealth.nsw.gov.au/
1704,Ingleburn Village Medical Centre,General Practice/GP,,100 Macquarie Road,INGLEBURN,NSW,2565,150.8666534,-33.9966507,"After-Hours Arrangements: Call our doctors between 8pm – 11pm on 0456 671 205, OR Please call 13SICK on 13 74 25 Weekdays: 11PM to 8AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 Hours.  WHAT WE HAVE TO OFFER: E- health My health record  antenatal care  mental health  Sexual Health  Veteran Health  Indigenous health  Family health  Close the gap enrollment  Workers compensation  All childhood immunizations  Direct billing for overseas patients through Allianz, Bupa ,Nib and medibank for gp visits  Fully equipped treatment room  ADDITIONAL: Travel Vaccinations,Yellow Fever, Diabetes Checks, Home Medicine Reviews, Bone Density Checks, Blood Pressure Tests,Chronic Disease management and care plans,Pre- employment and driving Medicals",
1705,Campbelltown Medical and Dental Centre,General Practice/GP,,296 Queen Street,CAMPBELLTOWN,NSW,2560,150.8121491,-34.06980133,After-Hours Arrangements:  Please call Campbelltown Medical & Dental Centre on 02 4628 3777 for the on-call rostered GP. Weekdays: 10PM to 7AM Weekends and Public Holidays: 10PM to 8AM.  After hours service is for existing patients only.,http://www.campbelltownmedicalanddental.com.au/
1706,Delta Medical Centre - Bankstown,General Practice/GP,,"Shop 2, 20 Old Town Plaza",BANKSTOWN,NSW,2200,151.0337067,-33.91790009,,
1707,Bowenfels Medical Practice - Lithgow,General Practice/GP,,7 Col Drewe Drive,LITHGOW,NSW,2790,150.1264191,-33.50054169,Closed public holidays.  After-Hours Arrangements:  Please call Lithgow District Hospital on 02 6350 2300 Weekdays: 5:30PM to 8:30AM Weekends & Public Holidays: 24 Hours.,https://bowenfelsmedicalpractice.com.au/
1708,Moama Health Clinic,General Practice/GP,,"Shop 8, 13 Perricoota Road",MOAMA,NSW,2731,144.7508087,-36.10721207,"Appointments preferred, walk-in welcome.   Bulk-billing available for children under 16 years only.    Services include: General Practice, travel vaccinations, childhood vaccinations, Home Medication Reviews, skin assessment/removal of skin lesions, wound dressings, health assessments, spirometry, ECG, ABI, Women's Health, National Cervical Screening.  Onsite pathology collection available.   After Hours Arrangements:  Please call 0484942936 Weekdays: 5PM to 8AM Weekends and Public Holidays: 24 Hours.",http://www.moamahealthclinic.com.au/
1709,City West Medical Centre,General Practice/GP,,39 Queen Street,AUBURN,NSW,2144,151.033493,-33.85179901,After-Hours Arrangements: Please call 13SICK on 13 74 25 Weekdays: 7PM to 9AM Weekends: 7PM Saturday to 9AM Sunday and 7PM Sunday to 9AM Monday Public Holidays: 24 hours.,www.citywestmedical.com.au
1710,DR ASOKA SENEVIRATNES SURGERY,General Practice/GP,,77 Rosenthal Street,DOONSIDE,NSW,2767,150.8763123,-33.77535629,Sunday walk-in from 8AM-10:30AM,
1711,Yeoval General Practice,General Practice/GP,,3-7 Lord Street,YEOVAL,NSW,2868,148.650055,-32.750324,,
1712,Poet's Corner Medical Centre,General Practice/GP,,"Shop 5, 45 Morehead Street",REDFERN,NSW,2016,151.2093811,-33.89426804,For walk-in call for availability.   After-Hours Arrangements: Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: 6PM to 9AM Weekends: 12PM (midday) Saturday to 8AM Monday Public Holidays: 24 hours.,http://www.poetscornermc.com.au/
1713,Optimum MedHealth Clinic,General Practice/GP,,42 Macquarie Street,PARRAMATTA,NSW,2150,151.0034943,-33.81495667,,http://optimummedhealth.com/
1714,Dee Why Medical Centre,General Practice/GP,,"Shop A, 1-5 Dee Why Parade",DEE WHY,NSW,2099,151.2885437,-33.75195694,After-Hours Arrangements:  Please call 13SICK on 137 425:  Weekdays:6PM to 8AM Saturday: 2PM to 9AM Sunday: 1PM to 8AM Public Holidays: 24 hours.,www.medwest.co
1715,Dr Eli Zeltzer - GP,General Practice/GP,,"Shop 1, 428 Darling Street",BALMAIN,NSW,2041,151.1740418,-33.85634232,,
1716,Greystanes Family Doctors,General Practice/GP,,"Shop 5, 6-10 Kippax Street",GREYSTANES,NSW,2145,150.9379883,-33.82758713,,
1717,Queen Street Clinic - Grafton,General Practice/GP,,33 Queen Street,GRAFTON,NSW,2460,152.9313965,-29.68877792,Closed Sunday and Public Holiday.,http://queenstreetclinic.com.au/
1718,Excelsior Family Medical Centre,General Practice/GP,,175 Excelsior Street,GUILDFORD,NSW,2161,151.00119,-33.851963,Open most public holidays 9AM - 3PM but may vary. Please call to confirm.  Practice Nurse available.   After Hours Service Guildford After Hours Doctors Phone: (02) 9632 6200 During the after-hours period please contact Guildford After Hours Doctors on (02) 9632 6200 hours are Monday to Friday 6.00pm - 7.30am  Saturday & Sunday 24hrs Public Holidays 24hrs.,http://excelsiorfamilymed.wixsite.com
1719,Dr Van Lanh Nguyen,General Practice/GP,,"Level 1, 335 Chapel Road",BANKSTOWN,NSW,2200,151.0324249,-33.91875076,"Appointments preferred, walk ins welcome.   Closed Sunday and Public Holidays.",
1720,Murrumbateman Medical Practice,General Practice/GP,,9A Hercules Street,MURRUMBATEMAN,NSW,2582,149.027779,-34.969026,,
1721,Midway Family Medical Centre - Ryde,General Practice/GP,,"Midway Shopping Centre, Level 1 Suite 7, 117 North Road",RYDE,NSW,2112,151.102676,-33.795334,After-Hours Arrangements: Please call 13SICK on 13 74 25 or Sydney Medical Service on (02) 8724 6300 Weekdays: 8PM to 8AM Weekends: 4PM(midday) Sat to 8AM Mon Public Holidays: 24 hours.,
1722,Uralla Medical Centre,General Practice/GP,,22 Hill Street,URALLA,NSW,2358,151.5017548,-30.64238167,"General Practice Medical Centre - Laverty Collection Centre. Also offers Womens health services and Prolotherapy as a treatment for pain management, please see http://www.prolotherapy.com.au/ for more details",
1723,Dr Michael Defina,General Practice/GP,,775 Punchbowl Road,PUNCHBOWL,NSW,2196,151.0533447,-33.92602921,After-Hours Arrangements: Please call Sydney Medical Service Co-op on 02 8724 6300 Weekdays: After Business Hours Weekends: 24 hours Public Holidays: 24 hours.,
1724,Fairfield Medical Centre,General Practice/GP,,42 Court Road,FAIRFIELD,NSW,2165,150.957962,-33.86974716,After-Hours Arrangements: Please Call Sydney Medical After Hours Doctor on 02 8724 6300 Weekdays: 6PM to 8AM  Weekend: 12PM Saturday to 8AM Monday Public Holidays: 24 hours.,
1725,Dr Ian Stanton,General Practice/GP,,339 Old Canterbury Road,DULWICH HILL,NSW,2203,151.1300659,-33.90338135,Not taking new patients.  Closed weekends and public holidays.,
